CLASS_QNAME;CK_NOC;CK_CBO;CK_DIT;CK_RFC;CK_WMC;CK_LCOM;OO_LoC;OO_LCOM2;OO_LCOM3;OO_Ce;OO_Ca
org.apache.commons.functor.core.IsNull;0.0;17.0;1.0;9.0;8.0;21.0;90.0;1.0;1.1666666666666667;12.0;1.0
org.apache.commons.functor.core.composite.TransformedBinaryFunction$Helper;0.0;11.0;1.0;3.0;1.0;0.0;30.0;0.33333333333333337;0.33333333333333337;0.0;1.0
org.apache.commons.functor.adapter.ProcedureUnaryProcedure;0.0;15.0;1.0;10.0;13.0;9.0;70.0;0.6666666666666667;0.8;13.0;1.0
org.apache.commons.functor.core.algorithm.GeneratorContains$ContainsProcedure;0.0;9.0;1.0;2.0;0.0;0.0;24.0;0.0;0.0;0.0;1.0
org.apache.commons.functor.core.comparator.Max;0.0;20.0;1.0;12.0;12.0;15.0;93.0;0.8095238095238095;0.9444444444444445;16.0;1.0
org.apache.commons.functor.core.composite.Sequence;0.0;16.0;1.0;14.0;10.0;5.0;104.0;0.5833333333333333;0.7;14.0;1.0
org.apache.commons.functor.generator.util.EachElement;0.0;19.0;1.0;8.0;8.0;6.0;52.0;1.0;0.0;15.0;1.0
org.apache.commons.functor.core.composite.Or;0.0;9.0;2.0;14.0;12.0;15.0;87.0;1.0;1.2;9.0;1.0
org.apache.commons.functor.adapter.BinaryPredicateBinaryFunction;0.0;15.0;1.0;10.0;14.0;9.0;82.0;0.6666666666666667;0.8;12.0;1.0
org.apache.commons.functor.core.LeftIdentity;0.0;10.0;1.0;4.0;2.0;1.0;43.0;1.0;2.0;8.0;1.0
org.apache.commons.functor.adapter.UnaryPredicateUnaryFunction;0.0;16.0;1.0;10.0;14.0;9.0;75.0;0.6666666666666667;0.8;13.0;2.0
org.apache.commons.functor.core.algorithm.UntilDo;0.0;7.0;2.0;5.0;1.0;0.0;23.0;1.0;1.0;7.0;1.0
org.apache.commons.functor.generator.util.IntegerRange;0.0;13.0;2.0;9.0;25.0;9.0;136.0;0.33333333333333337;0.4;11.0;1.0
org.apache.commons.functor.core.composite.ConditionalBinaryFunction;0.0;17.0;1.0;10.0;23.0;4.0;104.0;0.48;0.6;12.0;2.0
org.apache.commons.functor.core.composite.UnaryCompositeBinaryFunction;0.0;22.0;1.0;9.0;11.0;4.0;134.0;0.6666666666666667;0.8333333333333333;13.0;2.0
org.apache.commons.functor.adapter.PredicateUnaryPredicate;0.0;14.0;1.0;10.0;14.0;9.0;70.0;0.6666666666666667;0.8;12.0;1.0
org.apache.commons.functor.adapter.FullyBoundFunction;0.0;18.0;1.0;10.0;22.0;9.0;96.0;0.5;0.6;13.0;1.0
org.apache.commons.functor.core.composite.UnaryOr;0.0;13.0;2.0;14.0;12.0;15.0;89.0;1.0;1.2;9.0;1.0
org.apache.commons.functor.generator.UntilGenerate;0.0;24.0;2.0;12.0;13.0;3.0;72.0;0.25;0.3333333333333333;16.0;1.0
org.apache.commons.functor.core.comparator.IsGreaterThan;0.0;20.0;1.0;12.0;17.0;15.0;110.0;0.8095238095238095;0.9444444444444445;16.0;1.0
org.apache.commons.functor.generator.TransformedGenerator;0.0;23.0;2.0;11.0;10.0;3.0;67.0;0.25;0.3333333333333333;16.0;1.0
org.apache.commons.functor.generator.util.LongRange;0.0;14.0;2.0;9.0;25.0;9.0;136.0;0.33333333333333337;0.4;12.0;1.0
org.apache.commons.functor.core.composite.Composite;0.0;27.0;1.0;10.0;9.0;36.0;151.0;1.0;0.0;13.0;1.0
org.apache.commons.functor.core.composite.ConditionalBinaryProcedure;0.0;19.0;1.0;10.0;21.0;4.0;115.0;0.48;0.6;14.0;2.0
org.apache.commons.functor.core.composite.AbstractLoopProcedure;2.0;12.0;1.0;13.0;18.0;15.0;91.0;0.875;1.05;12.0;3.0
org.apache.commons.functor.core.composite.UnaryCompositeBinaryPredicate;0.0;22.0;1.0;9.0;11.0;4.0;132.0;0.6666666666666667;0.8333333333333333;13.0;2.0
org.apache.commons.functor.core.algorithm.IndexOfInGenerator;0.0;20.0;1.0;8.0;7.0;5.0;89.0;0.75;1.0;15.0;1.0
org.apache.commons.functor.core.composite.TransformedBinaryFunction;0.0;21.0;1.0;9.0;10.0;4.0;105.0;0.6;0.75;13.0;1.0
org.apache.commons.functor.core.comparator.IsNotEquivalent;0.0;20.0;1.0;13.0;16.0;15.0;110.0;0.7619047619047619;0.8888888888888888;16.0;1.0
org.apache.commons.functor.core.composite.CompositeUnaryProcedure;0.0;19.0;1.0;11.0;9.0;5.0;87.0;0.5833333333333333;0.7;14.0;2.0
org.apache.commons.functor.core.IsNotSame;0.0;13.0;1.0;7.0;6.0;15.0;71.0;1.0;1.2;10.0;1.0
org.apache.commons.functor.core.Limit;0.0;9.0;1.0;5.0;7.0;5.0;56.0;0.625;0.8333333333333334;9.0;1.0
org.apache.commons.functor.core.Offset;0.0;9.0;1.0;5.0;7.0;5.0;56.0;0.625;0.8333333333333334;9.0;1.0
org.apache.commons.functor.core.composite.UnaryCompositeBinaryPredicate$Helper;0.0;13.0;1.0;3.0;1.0;0.0;36.0;0.25;0.25;0.0;1.0
org.apache.commons.functor.core.composite.ConditionalBinaryPredicate;0.0;15.0;1.0;9.0;20.0;4.0;96.0;0.48;0.6;11.0;2.0
org.apache.commons.functor.core.composite.UnaryNot;0.0;15.0;1.0;10.0;14.0;9.0;79.0;0.6666666666666667;0.8;11.0;2.0
org.apache.commons.functor.core.composite.TransposedPredicate;0.0;17.0;1.0;10.0;14.0;9.0;81.0;0.6666666666666667;0.8;11.0;1.0
org.apache.commons.functor.core.Constant;0.0;18.0;1.0;21.0;21.0;83.0;159.0;0.8571428571428572;0.9230769230769231;15.0;1.0
org.apache.commons.functor.core.comparator.Min;0.0;20.0;1.0;12.0;12.0;15.0;93.0;0.8095238095238095;0.9444444444444445;16.0;1.0
org.apache.commons.functor.core.composite.BaseBinaryPredicateList;2.0;18.0;1.0;12.0;7.0;18.0;115.0;0.6875;0.7857142857142857;14.0;3.0
org.apache.commons.functor.adapter.IgnoreRightFunction;0.0;15.0;1.0;10.0;14.0;9.0;72.0;0.6666666666666667;0.8;12.0;2.0
org.apache.commons.functor.adapter.FunctionUnaryFunction;0.0;15.0;1.0;10.0;14.0;9.0;71.0;0.6666666666666667;0.8;12.0;1.0
org.apache.commons.functor.generator.util.CollectionTransformer;0.0;17.0;1.0;4.0;1.0;0.0;52.0;0.0;0.0;13.0;2.0
