CLASS_QNAME;CK_NOC;CK_CBO;CK_DIT;CK_RFC;CK_WMC;CK_LCOM;OO_LoC;OO_LCOM2;OO_LCOM3;OO_Ce;OO_Ca
org.jsoup.nodes.FormElement;0.0;22.0;3.0;28.0;22.0;4.0;95.0;0.19999999999999996;0.25;21.0;3.0
org.jsoup.select.StructuralEvaluator;0.0;14.0;2.0;0.0;0.0;0.0;131.0;1.0;0.0;14.0;2.0
org.jsoup.nodes.EntitiesData;0.0;3.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;3.0;2.0
org.jsoup.select.Selector$SelectorParseException;0.0;4.0;3.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;2.0
org.jsoup.nodes.XmlDeclaration;0.0;19.0;3.0;19.0;6.0;21.0;79.0;0.8571428571428572;1.0;19.0;5.0
org.jsoup.parser.Token$Doctype;0.0;8.0;2.0;8.0;6.0;10.0;39.0;0.6666666666666667;0.8;0.0;3.0
org.jsoup.parser.Tokeniser;0.0;30.0;1.0;73.0;89.0;257.0;283.0;0.9161904761904762;0.9543650793650794;30.0;4.0
org.jsoup.nodes.Comment;0.0;12.0;3.0;11.0;4.0;10.0;47.0;1.0;1.25;12.0;6.0
org.jsoup.select.Evaluator$IndexGreaterThan;0.0;8.0;3.0;4.0;3.0;1.0;14.0;1.0;0.0;0.0;3.0
org.jsoup.select.StructuralEvaluator$ImmediatePreviousSibling;0.0;8.0;3.0;5.0;6.0;1.0;16.0;1.0;0.0;0.0;2.0
org.jsoup.helper.HttpConnection$KeyVal;0.0;11.0;1.0;18.0;12.0;53.0;65.0;0.75;0.8181818181818182;0.0;2.0
org.jsoup.nodes.Node;2.0;41.0;1.0;131.0;108.0;1639.0;706.0;0.8306010928961749;0.8444444444444444;36.0;26.0
org.jsoup.helper.DataUtil$BomCharset;0.0;5.0;1.0;0.0;0.0;0.0;7.0;1.0;0.0;0.0;1.0
org.jsoup.parser.XmlTreeBuilder;0.0;37.0;2.0;63.0;42.0;54.0;126.0;1.0;0.0;37.0;2.0
